"id"	"apptype"	"rank"	"name"	"link"	"created_at"	"updated_at"
201	"grossing"	67	"The Simpsons™: Tapped Out"	"http://www.appannie.com/apps/ios/app/497595276/"	"2015-03-31 17:34:20.195086"	"2015-03-31 17:34:24.404428"
202	"free"	68	"Google Translate"	"http://www.appannie.com/apps/ios/app/google-translate/"	"2015-03-31 17:34:20.205757"	"2015-03-31 17:34:24.415941"
203	"paid"	68	"Weather Live"	"http://www.appannie.com/apps/ios/app/749078962/"	"2015-03-31 17:34:20.215621"	"2015-03-31 17:34:24.425977"
204	"grossing"	68	"WordBrain"	"http://www.appannie.com/apps/ios/app/wordbrain/"	"2015-03-31 17:34:20.225597"	"2015-03-31 17:34:24.441031"
205	"free"	69	"Free Music on iPhone - Listen to Youtube Music, Radio, Playlist, MP3 & Video Clip in Audio Streaming Player"	"http://www.appannie.com/apps/ios/app/free-music-on-iphone-listen-to-youtube-music-radio-playlist-mp3-video-clip-in-audio-streaming-player/"	"2015-03-31 17:34:20.233476"	"2015-03-31 17:34:24.453304"
206	"paid"	69	"Dude, your car!"	"http://www.appannie.com/apps/ios/app/dude-your-car/"	"2015-03-31 17:34:20.245383"	"2015-03-31 17:34:24.463129"
207	"grossing"	69	"STAR WARS™: FORCE COLLECTION – Command your favorite Star Wars heroes and assemble the most powerful fighting force in the galaxy in this strategic trading card"	"http://www.appannie.com/apps/ios/app/star-warstm-force-collection-command-your-favorite-star-wars-heroes-and-assemble-the-most-powerful-fighting-force-in-the-galaxy-in-this-strategic-trading-card/"	"2015-03-31 17:34:20.255483"	"2015-03-31 17:34:24.480805"
208	"free"	70	"Snap Upload (Send photos & videos to snapchat)"	"http://www.appannie.com/apps/ios/app/snap-upload-send-photos-videos/"	"2015-03-31 17:34:20.267862"	"2015-03-31 17:34:24.496850"
209	"paid"	70	"iTranslate Voice - translator & dictionary"	"http://www.appannie.com/apps/ios/app/itranslate-voice-translator-dictionary/"	"2015-03-31 17:34:20.276998"	"2015-03-31 17:34:24.506401"
210	"grossing"	70	"Iron Force"	"http://www.appannie.com/apps/ios/app/iron-force/"	"2015-03-31 17:34:20.287121"	"2015-03-31 17:34:24.518294"
211	"free"	71	"Fitbit"	"http://www.appannie.com/apps/ios/app/fitbit/"	"2015-03-31 17:34:20.296917"	"2015-03-31 17:34:24.710258"
212	"paid"	71	"Pou"	"http://www.appannie.com/apps/ios/app/575154654/"	"2015-03-31 17:34:20.307336"	"2015-03-31 17:34:24.730322"
213	"grossing"	71	"Zynga Poker Classic – Texas Holdem"	"http://www.appannie.com/apps/ios/app/zynga-poker-classic-texas/"	"2015-03-31 17:34:20.318277"	"2015-03-31 17:34:24.745301"
214	"free"	72	"Tango - Free Text, Video & Voice Calling"	"http://www.appannie.com/apps/ios/app/tango-free-text-video-voice-calling/"	"2015-03-31 17:34:20.328467"	"2015-03-31 17:34:24.760797"
215	"paid"	72	"PAW Patrol Rescue Run"	"http://www.appannie.com/apps/ios/app/paw-patrol-rescue-run/"	"2015-03-31 17:34:20.337598"	"2015-03-31 17:34:24.779185"
216	"grossing"	72	"Bingo Bash™ featuring Wheel of Fortune® Bingo and more!"	"http://www.appannie.com/apps/ios/app/bingo-bashtm-featuring-wheel-of-fortune-bingo-and-more/"	"2015-03-31 17:34:20.348527"	"2015-03-31 17:34:24.789923"
217	"free"	73	"myAT&T"	"http://www.appannie.com/apps/ios/app/myatt/"	"2015-03-31 17:34:20.358793"	"2015-03-31 17:34:24.799404"
218	"paid"	73	"Plug for Minecraft PE"	"http://www.appannie.com/apps/ios/app/plug-for-minecraft-pe/"	"2015-03-31 17:34:20.368830"	"2015-03-31 17:34:24.808879"
219	"grossing"	73	"Beats Music"	"http://www.appannie.com/apps/ios/app/beats-music/"	"2015-03-31 17:34:20.378829"	"2015-03-31 17:34:24.817451"
220	"free"	74	"Comedy Central"	"http://www.appannie.com/apps/ios/app/comedy-central/"	"2015-03-31 17:34:20.389480"	"2015-03-31 17:34:24.826940"
221	"paid"	74	"Geocaching"	"http://www.appannie.com/apps/ios/app/geocaching/"	"2015-03-31 17:34:20.400475"	"2015-03-31 17:34:24.836445"
222	"grossing"	74	"Star Wars: Commander"	"http://www.appannie.com/apps/ios/app/star-wars-commander/"	"2015-03-31 17:34:20.410741"	"2015-03-31 17:34:24.847918"
223	"free"	75	"Starbucks"	"http://www.appannie.com/apps/ios/app/starbucks/"	"2015-03-31 17:34:20.420246"	"2015-03-31 17:34:24.858268"
224	"paid"	75	"Flick Home Run !"	"http://www.appannie.com/apps/ios/app/flick-home-run-!/"	"2015-03-31 17:34:20.680451"	"2015-03-31 17:34:24.867652"
225	"grossing"	75	"YouNow: Broadcast, Chat and Watch Live Video"	"http://www.appannie.com/apps/ios/app/471347413/"	"2015-03-31 17:34:20.704343"	"2015-03-31 17:34:24.879363"
226	"free"	76	"Expresser Keyboard"	"http://www.appannie.com/apps/ios/app/expresser-keyboard/"	"2015-03-31 17:34:20.718012"	"2015-03-31 17:34:24.889606"
227	"paid"	76	"Grand Theft Auto III"	"http://www.appannie.com/apps/ios/app/grand-theft-auto-iii/"	"2015-03-31 17:34:20.729733"	"2015-03-31 17:34:24.900325"
228	"grossing"	76	"DoubleUCasino"	"http://www.appannie.com/apps/ios/app/doubleucasino/"	"2015-03-31 17:34:20.740008"	"2015-03-31 17:34:24.910168"
229	"free"	77	"Diamond Quest!"	"http://www.appannie.com/apps/ios/app/888104696/"	"2015-03-31 17:34:20.751007"	"2015-03-31 17:34:24.920515"
230	"paid"	77	"Superimpose"	"http://www.appannie.com/apps/ios/app/superimpose/"	"2015-03-31 17:34:20.760625"	"2015-03-31 17:34:24.929801"
231	"grossing"	77	"War of Nations™"	"http://www.appannie.com/apps/ios/app/war-of-nations/"	"2015-03-31 17:34:20.770173"	"2015-03-31 17:34:24.940150"
232	"free"	78	"Jelly Jump"	"http://www.appannie.com/apps/ios/app/955327604/"	"2015-03-31 17:34:20.780662"	"2015-03-31 17:34:24.950829"
233	"paid"	78	"DAILY for Craigslist (iPhone Version)"	"http://www.appannie.com/apps/ios/app/daily-for-craigslist-iphone-version/"	"2015-03-31 17:34:20.789765"	"2015-03-31 17:34:24.959929"
234	"grossing"	78	"eHarmony"	"http://www.appannie.com/apps/ios/app/eharmony/"	"2015-03-31 17:34:20.800576"	"2015-03-31 17:34:24.968788"
235	"free"	79	"Tinder"	"http://www.appannie.com/apps/ios/app/tinder/"	"2015-03-31 17:34:20.810186"	"2015-03-31 17:34:24.977176"
236	"paid"	79	"Stick Texting - The Emoji Emoticons Killer (Emoticon Emojis)"	"http://www.appannie.com/apps/ios/app/stick-texting-the-emoji-emoticons-killer-emoticon-emojis/"	"2015-03-31 17:34:20.819678"	"2015-03-31 17:34:24.987807"
237	"grossing"	79	"Sing! Karaoke by Smule"	"http://www.appannie.com/apps/ios/app/sing-karaoke-by-smule/"	"2015-03-31 17:34:20.828957"	"2015-03-31 17:34:24.997754"
238	"free"	80	"Google Drive - free online storage from Google"	"http://www.appannie.com/apps/ios/app/google-drive-free-online-storage-from-google/"	"2015-03-31 17:34:20.839593"	"2015-03-31 17:34:25.006896"
239	"paid"	80	"Civilization Revolution 2"	"http://www.appannie.com/apps/ios/app/civilization-revolution-2/"	"2015-03-31 17:34:20.850908"	"2015-03-31 17:34:25.015797"
240	"grossing"	80	"Slots™"	"http://www.appannie.com/apps/ios/app/494792609/"	"2015-03-31 17:34:20.860208"	"2015-03-31 17:34:25.027496"
241	"free"	81	"Photo Grid - Collage Maker & FX Editor"	"http://www.appannie.com/apps/ios/app/photo-grid-collage-maker-fx-editor/"	"2015-03-31 17:34:20.870174"	"2015-03-31 17:34:25.037970"
242	"paid"	81	"New Emoji Keyboard - Extra Emojis"	"http://www.appannie.com/apps/ios/app/new-emoji-keyboard-extra-emojis/"	"2015-03-31 17:34:20.879500"	"2015-03-31 17:34:25.048261"
243	"grossing"	81	"Kingdoms of Camelot: Battle for the North ®"	"http://www.appannie.com/apps/ios/app/476546099/"	"2015-03-31 17:34:20.889139"	"2015-03-31 17:34:25.057291"
244	"free"	82	"QR Reader for iPhone"	"http://www.appannie.com/apps/ios/app/qr-reader-for-iphone/"	"2015-03-31 17:34:20.899577"	"2015-03-31 17:34:25.065384"
245	"paid"	82	"Dark Sky - Weather Radar, Hyperlocal Forecasts, and Storm Alerts"	"http://www.appannie.com/apps/ios/app/dark-sky-weather-radar-hyperlocal-forecasts-and-storm-alerts/"	"2015-03-31 17:34:20.910437"	"2015-03-31 17:34:25.075344"
246	"grossing"	82	"Battle Camp"	"http://www.appannie.com/apps/ios/app/battle-camp/"	"2015-03-31 17:34:20.920114"	"2015-03-31 17:34:25.084464"
247	"free"	83	"ooVoo – Free Video Call, Text and Voice"	"http://www.appannie.com/apps/ios/app/oovoo-free-video-call-text-and-voice/"	"2015-03-31 17:34:20.929864"	"2015-03-31 17:34:25.094577"
248	"paid"	83	"MotionX GPS Drive"	"http://www.appannie.com/apps/ios/app/motionx-gps-drive/"	"2015-03-31 17:34:20.939823"	"2015-03-31 17:34:25.103883"
249	"grossing"	83	"Underworld Empire"	"http://www.appannie.com/apps/ios/app/underworld-empire/"	"2015-03-31 17:34:20.949174"	"2015-03-31 17:34:25.112908"
250	"free"	84	"94%"	"http://www.appannie.com/apps/ios/app/862303071/"	"2015-03-31 17:34:20.958819"	"2015-03-31 17:34:25.123185"
251	"paid"	84	"Fruit Ninja"	"http://www.appannie.com/apps/ios/app/fruit-ninja/"	"2015-03-31 17:34:20.969815"	"2015-03-31 17:34:25.132617"
252	"grossing"	84	"Slots - Pharaoh's Way"	"http://www.appannie.com/apps/ios/app/slots-pharaohs-way/"	"2015-03-31 17:34:20.980165"	"2015-03-31 17:34:25.143976"
253	"free"	85	"Pic Collage - Add photo, video, text, animated GIF effects with image editors, filters, layouts, and templates. Happy Easter!"	"http://www.appannie.com/apps/ios/app/pic-collage-add-photo-video-text-animated-gif-effects-with-image-editors-filters-layouts-and-templates-happy-easter/"	"2015-03-31 17:34:20.990960"	"2015-03-31 17:34:25.154079"
254	"paid"	85	"LexTwerkOut"	"http://www.appannie.com/apps/ios/app/lextwerkout/"	"2015-03-31 17:34:21.001476"	"2015-03-31 17:34:25.164736"
255	"grossing"	85	"Kill Shot"	"http://www.appannie.com/apps/ios/app/kill-shot/"	"2015-03-31 17:34:21.010715"	"2015-03-31 17:34:25.175008"
256	"free"	86	"InstaSize - Post Entire Photos on Social Media"	"http://www.appannie.com/apps/ios/app/instasize-post-entire-photos-on-social-media/"	"2015-03-31 17:34:21.020637"	"2015-03-31 17:34:25.184048"
257	"paid"	86	"Ref Guide for Essential Oils"	"http://www.appannie.com/apps/ios/app/ref-guide-for-essential-oils/"	"2015-03-31 17:34:21.030715"	"2015-03-31 17:34:25.194157"
258	"grossing"	86	"Grindr Xtra - Gay, same sex, bi, social network to chat and meet guys"	"http://www.appannie.com/apps/ios/app/grindr-xtra-gay-same-sex-bi-social-network-to-chat-and-meet-guys/"	"2015-03-31 17:34:21.041230"	"2015-03-31 17:34:25.203770"
259	"free"	87	"LinkedIn"	"http://www.appannie.com/apps/ios/app/linkedin/"	"2015-03-31 17:34:21.051419"	"2015-03-31 17:34:25.212702"
260	"paid"	87	"Backflip Madness"	"http://www.appannie.com/apps/ios/app/backflip-madness/"	"2015-03-31 17:34:21.061768"	"2015-03-31 17:34:25.224583"
261	"grossing"	87	"Deer Hunter 2014"	"http://www.appannie.com/apps/ios/app/583222866/"	"2015-03-31 17:34:21.072048"	"2015-03-31 17:34:25.233688"
262	"free"	88	"Sniper 3D Assassin: Shoot to Kill - by Fun Games For Free"	"http://www.appannie.com/apps/ios/app/930574573/"	"2015-03-31 17:34:21.082247"	"2015-03-31 17:34:25.251879"
263	"paid"	88	"App Icons"	"http://www.appannie.com/apps/ios/app/749100888/"	"2015-03-31 17:34:21.091860"	"2015-03-31 17:34:25.267685"
264	"grossing"	88	"Tinder"	"http://www.appannie.com/apps/ios/app/tinder/"	"2015-03-31 17:34:21.102341"	"2015-03-31 17:34:25.279993"
265	"free"	89	"Buddyman: Ninja Kick 2"	"http://www.appannie.com/apps/ios/app/buddyman-ninja-kick-2/"	"2015-03-31 17:34:21.114497"	"2015-03-31 17:34:25.291850"
266	"paid"	89	"Craft Minecraft World - Minecraft - Mini Game With Multiplayer For Minecraft PE"	"http://www.appannie.com/apps/ios/app/craft-minecraft-world-minecraft/"	"2015-03-31 17:34:21.125321"	"2015-03-31 17:34:25.306109"
267	"grossing"	89	"Sniper 3D Assassin: Shoot to Kill - by Fun Games For Free"	"http://www.appannie.com/apps/ios/app/930574573/"	"2015-03-31 17:34:21.133864"	"2015-03-31 17:34:25.320089"
268	"free"	90	"FINAL FANTASY Record Keeper"	"http://www.appannie.com/apps/ios/app/964320334/"	"2015-03-31 17:34:21.144554"	"2015-03-31 17:34:25.332312"
269	"paid"	90	"Wheel of Fortune"	"http://www.appannie.com/apps/ios/app/568556189/"	"2015-03-31 17:34:21.155011"	"2015-03-31 17:34:25.347124"
270	"grossing"	90	"CSR Racing"	"http://www.appannie.com/apps/ios/app/csr-racing/"	"2015-03-31 17:34:21.166201"	"2015-03-31 17:34:25.360764"
271	"free"	91	"Cooking Fever"	"http://www.appannie.com/apps/ios/app/cooking-fever/"	"2015-03-31 17:34:21.176644"	"2015-03-31 17:34:25.373141"
272	"paid"	91	"MONOPOLY Here & Now: The World Edition"	"http://www.appannie.com/apps/ios/app/monopoly-here-now-the-world-edition/"	"2015-03-31 17:34:21.187081"	"2015-03-31 17:34:25.385040"
273	"grossing"	91	"Bejeweled Blitz"	"http://www.appannie.com/apps/ios/app/bejeweled-blitz/"	"2015-03-31 17:34:21.196684"	"2015-03-31 17:34:25.397120"
274	"free"	92	"Chase Mobile℠"	"http://www.appannie.com/apps/ios/app/chase-mobilesm/"	"2015-03-31 17:34:21.207528"	"2015-03-31 17:34:25.411113"
275	"paid"	92	"NHL 2K"	"http://www.appannie.com/apps/ios/app/nhl-2k/"	"2015-03-31 17:34:21.218020"	"2015-03-31 17:34:25.424182"
276	"grossing"	92	"Bingo!™"	"http://www.appannie.com/apps/ios/app/bingo!/"	"2015-03-31 17:34:21.228147"	"2015-03-31 17:34:25.438137"
277	"free"	93	"Tumblr"	"http://www.appannie.com/apps/ios/app/tumblr/"	"2015-03-31 17:34:21.237445"	"2015-03-31 17:34:25.450463"
278	"paid"	93	"Free Music Pro - Music Streamer and Playlist Manager"	"http://www.appannie.com/apps/ios/app/free-music-pro-music-streamer-and-playlist-manager/"	"2015-03-31 17:34:21.248710"	"2015-03-31 17:34:25.464634"
279	"grossing"	93	"Angry Birds Stella POP!"	"http://www.appannie.com/apps/ios/app/angry-birds-stella-pop!/"	"2015-03-31 17:34:21.258378"	"2015-03-31 17:34:25.477887"
280	"free"	94	"Bank of America - Mobile Banking"	"http://www.appannie.com/apps/ios/app/bank-of-america-mobile-banking/"	"2015-03-31 17:34:21.269647"	"2015-03-31 17:34:25.538457"
281	"paid"	94	"Musify Pro - Free Music Streamer and Media Player for Jamendo®. Download Now!"	"http://www.appannie.com/apps/ios/app/musify-pro-free-music-streamer/"	"2015-03-31 17:34:21.280250"	"2015-03-31 17:34:25.553837"
282	"grossing"	94	"Age of Warring Empire"	"http://www.appannie.com/apps/ios/app/age-of-warring-empire/"	"2015-03-31 17:34:21.290836"	"2015-03-31 17:34:25.567725"
283	"free"	95	"iMusic Video Tube For YouTube - Background Music & Video Player"	"http://www.appannie.com/apps/ios/app/imusic-video-tube-for-youtube/"	"2015-03-31 17:34:21.300851"	"2015-03-31 17:34:25.578626"
284	"paid"	95	"Tiny Wings"	"http://www.appannie.com/apps/ios/app/tiny-wings/"	"2015-03-31 17:34:21.315312"	"2015-03-31 17:34:25.591102"
285	"grossing"	95	"Pixel Gun 3D"	"http://www.appannie.com/apps/ios/app/pixel-gun-3d/"	"2015-03-31 17:34:21.325517"	"2015-03-31 17:34:25.603482"
286	"free"	96	"Plants vs. Zombies™ 2"	"http://www.appannie.com/apps/ios/app/plants-vs.-zombies-2/"	"2015-03-31 17:34:21.335729"	"2015-03-31 17:34:25.614356"
287	"paid"	96	"Blek"	"http://www.appannie.com/apps/ios/app/742625884/"	"2015-03-31 17:34:21.345528"	"2015-03-31 17:34:25.626895"
288	"grossing"	96	"Enlight"	"http://www.appannie.com/apps/ios/app/enlight/"	"2015-03-31 17:34:21.356979"	"2015-03-31 17:34:25.638995"
289	"free"	97	"Magic Piano by Smule"	"http://www.appannie.com/apps/ios/app/magic-piano-by-smule/"	"2015-03-31 17:34:21.369266"	"2015-03-31 17:34:25.650628"
290	"paid"	97	"PicFrame"	"http://www.appannie.com/apps/ios/app/picframe/"	"2015-03-31 17:34:21.379563"	"2015-03-31 17:34:25.731124"
291	"grossing"	97	"Marvel Puzzle Quest"	"http://www.appannie.com/apps/ios/app/marvel-puzzle-quest/"	"2015-03-31 17:34:21.391277"	"2015-03-31 17:34:25.742728"
292	"free"	98	"Walmart - Savings Catcher, Shopping and Pharmacy App"	"http://www.appannie.com/apps/ios/app/walmart-savings-catcher-shopping-and-pharmacy-app/"	"2015-03-31 17:34:21.401629"	"2015-03-31 17:34:25.756342"
293	"paid"	98	"SuperBetter"	"http://www.appannie.com/apps/ios/app/superbetter/"	"2015-03-31 17:34:21.411502"	"2015-03-31 17:34:25.769313"
294	"grossing"	98	"Knights & Dragons - Epic Action RPG"	"http://www.appannie.com/apps/ios/app/knights-dragons-epic-action-rpg/"	"2015-03-31 17:34:21.422742"	"2015-03-31 17:34:25.781798"
295	"free"	99	"Google Earth"	"http://www.appannie.com/apps/ios/app/google-earth/"	"2015-03-31 17:34:21.434935"	"2015-03-31 17:34:25.794430"
296	"paid"	99	"Omegle"	"http://www.appannie.com/apps/ios/app/omegle/"	"2015-03-31 17:34:21.445606"	"2015-03-31 17:34:25.805946"
297	"grossing"	99	"Magic Piano by Smule"	"http://www.appannie.com/apps/ios/app/magic-piano-by-smule/"	"2015-03-31 17:34:21.456030"	"2015-03-31 17:34:25.818172"
298	"free"	100	"Flipagram"	"http://www.appannie.com/apps/ios/app/flipagram/"	"2015-03-31 17:34:21.469210"	"2015-03-31 17:34:25.829263"
299	"paid"	100	"Exploration"	"http://www.appannie.com/apps/ios/app/exploration/"	"2015-03-31 17:34:21.478817"	"2015-03-31 17:34:25.842164"
300	"grossing"	100	"Caesars Slots"	"http://www.appannie.com/apps/ios/app/caesars-slots/"	"2015-03-31 17:34:21.488450"	"2015-03-31 17:34:25.854010"
